Provincias;Tipo de hogar;Número de habitaciones de la vivienda;periodo;Total
Ávila;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2017;1,2
Ávila;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2016;1,1
Ávila;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2015;1,3
Ávila;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2014;1,3
Ávila;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2019;..
Ávila;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2018;..
Ávila;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2017;0,1
Ávila;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2016;0,2
Ávila;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2015;0,4
Ávila;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2014;0,4
Ávila;Dos o más núcleos familiares;Total;2019;0,3
Ávila;Dos o más núcleos familiares;Total;2018;0,6
Ávila;Dos o más núcleos familiares;Total;2017;0,5
Ávila;Dos o más núcleos familiares;Total;2016;0,6
Ávila;Dos o más núcleos familiares;Total;2015;0,8
Ávila;Dos o más núcleos familiares;Total;2014;0,6
Ávila;Dos o más núcleos familiares;Menos de 3 habitaciones;2019;..
Ávila;Dos o más núcleos familiares;Menos de 3 habitaciones;2018;..
Ávila;Dos o más núcleos familiares;Menos de 3 habitaciones;2017;..
Ávila;Dos o más núcleos familiares;Menos de 3 habitaciones;2016;..
Ávila;Dos o más núcleos familiares;Menos de 3 habitaciones;2015;..
Ávila;Dos o más núcleos familiares;Menos de 3 habitaciones;2014;..
Ávila;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2019;0,3
Ávila;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2018;0,6
Ávila;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2017;0,5
Ávila;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2016;0,5
Ávila;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2015;0,6
Ávila;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2014;0,5
Ávila;Dos o más núcleos familiares;7 o más habitaciones;2019;..
Ávila;Dos o más núcleos familiares;7 o más habitaciones;2018;..
Ávila;Dos o más núcleos familiares;7 o más habitaciones;2017;..
Ávila;Dos o más núcleos familiares;7 o más habitaciones;2016;0,0
Ávila;Dos o más núcleos familiares;7 o más habitaciones;2015;0,1
Ávila;Dos o más núcleos familiares;7 o más habitaciones;2014;0,1
Badajoz;Total (tipo de hogar);Total;2019;265,7
Badajoz;Total (tipo de hogar);Total;2018;264,0
Badajoz;Total (tipo de hogar);Total;2017;264,4
Badajoz;Total (tipo de hogar);Total;2016;265,0
Badajoz;Total (tipo de hogar);Total;2015;265,1
Badajoz;Total (tipo de hogar);Total;2014;264,6
Badajoz;Total (tipo de hogar);Menos de 3 habitaciones;2019;0,7
Badajoz;Total (tipo de hogar);Menos de 3 habitaciones;2018;1,2
Badajoz;Total (tipo de hogar);Menos de 3 habitaciones;2017;1,1
Badajoz;Total (tipo de hogar);Menos de 3 habitaciones;2016;1,2
Badajoz;Total (tipo de hogar);Menos de 3 habitaciones;2015;1,3
Badajoz;Total (tipo de hogar);Menos de 3 habitaciones;2014;1,5
Badajoz;Total (tipo de hogar);Entre 3 y 6 habitaciones;2019;191,5
Badajoz;Total (tipo de hogar);Entre 3 y 6 habitaciones;2018;187,7
Badajoz;Total (tipo de hogar);Entre 3 y 6 habitaciones;2017;193,4
Badajoz;Total (tipo de hogar);Entre 3 y 6 habitaciones;2016;192,7
Badajoz;Total (tipo de hogar);Entre 3 y 6 habitaciones;2015;183,5
Badajoz;Total (tipo de hogar);Entre 3 y 6 habitaciones;2014;177,8
Badajoz;Total (tipo de hogar);7 o más habitaciones;2019;73,5
Badajoz;Total (tipo de hogar);7 o más habitaciones;2018;75,1
Badajoz;Total (tipo de hogar);7 o más habitaciones;2017;69,9
Badajoz;Total (tipo de hogar);7 o más habitaciones;2016;71,1
Badajoz;Total (tipo de hogar);7 o más habitaciones;2015;80,3
Badajoz;Total (tipo de hogar);7 o más habitaciones;2014;85,4
Badajoz;Hogar unipersonal;Total;2019;66,9
Badajoz;Hogar unipersonal;Total;2018;65,4
Badajoz;Hogar unipersonal;Total;2017;64,8
Badajoz;Hogar unipersonal;Total;2016;64,1
Badajoz;Hogar unipersonal;Total;2015;63,3
Badajoz;Hogar unipersonal;Total;2014;62,2
Badajoz;Hogar unipersonal;Menos de 3 habitaciones;2019;0,6
Badajoz;Hogar unipersonal;Menos de 3 habitaciones;2018;0,8
Badajoz;Hogar unipersonal;Menos de 3 habitaciones;2017;0,7
Badajoz;Hogar unipersonal;Menos de 3 habitaciones;2016;1,0
Badajoz;Hogar unipersonal;Menos de 3 habitaciones;2015;1,2
Badajoz;Hogar unipersonal;Menos de 3 habitaciones;2014;1,2
Badajoz;Hogar unipersonal;Entre 3 y 6 habitaciones;2019;49,8
Badajoz;Hogar unipersonal;Entre 3 y 6 habitaciones;2018;48,1
Badajoz;Hogar unipersonal;Entre 3 y 6 habitaciones;2017;49,6
Badajoz;Hogar unipersonal;Entre 3 y 6 habitaciones;2016;48,3
Badajoz;Hogar unipersonal;Entre 3 y 6 habitaciones;2015;47,2
Badajoz;Hogar unipersonal;Entre 3 y 6 habitaciones;2014;45,9
Badajoz;Hogar unipersonal;7 o más habitaciones;2019;16,4
Badajoz;Hogar unipersonal;7 o más habitaciones;2018;16,4
Badajoz;Hogar unipersonal;7 o más habitaciones;2017;14,5
Badajoz;Hogar unipersonal;7 o más habitaciones;2016;14,8
Badajoz;Hogar unipersonal;7 o más habitaciones;2015;14,9
Badajoz;Hogar unipersonal;7 o más habitaciones;2014;15,2
Badajoz;Hogar monoparental;Total;2019;25,2
Badajoz;Hogar monoparental;Total;2018;24,4
Badajoz;Hogar monoparental;Total;2017;26,0
Badajoz;Hogar monoparental;Total;2016;24,3
Badajoz;Hogar monoparental;Total;2015;24,1
Badajoz;Hogar monoparental;Total;2014;27,2
Badajoz;Hogar monoparental;Menos de 3 habitaciones;2019;0,1
Badajoz;Hogar monoparental;Menos de 3 habitaciones;2018;0,1
Badajoz;Hogar monoparental;Menos de 3 habitaciones;2017;..
Badajoz;Hogar monoparental;Menos de 3 habitaciones;2016;0,1
Badajoz;Hogar monoparental;Menos de 3 habitaciones;2015;0,1
Badajoz;Hogar monoparental;Menos de 3 habitaciones;2014;..
Badajoz;Hogar monoparental;Entre 3 y 6 habitaciones;2019;17,9
Badajoz;Hogar monoparental;Entre 3 y 6 habitaciones;2018;18,8
Badajoz;Hogar monoparental;Entre 3 y 6 habitaciones;2017;19,1
Badajoz;Hogar monoparental;Entre 3 y 6 habitaciones;2016;16,7
Badajoz;Hogar monoparental;Entre 3 y 6 habitaciones;2015;16,9
Badajoz;Hogar monoparental;Entre 3 y 6 habitaciones;2014;17,6
Badajoz;Hogar monoparental;7 o más habitaciones;2019;7,3
Badajoz;Hogar monoparental;7 o más habitaciones;2018;5,5
Badajoz;Hogar monoparental;7 o más habitaciones;2017;6,9
Badajoz;Hogar monoparental;7 o más habitaciones;2016;7,5
Badajoz;Hogar monoparental;7 o más habitaciones;2015;7,2
Badajoz;Hogar monoparental;7 o más habitaciones;2014;9,7
Badajoz;Pareja sin hijos que convivan en el hogar;Total;2019;53,0
Badajoz;Pareja sin hijos que convivan en el hogar;Total;2018;53,9
Badajoz;Pareja sin hijos que convivan en el hogar;Total;2017;52,0
Badajoz;Pareja sin hijos que convivan en el hogar;Total;2016;53,9
Badajoz;Pareja sin hijos que convivan en el hogar;Total;2015;54,7
Badajoz;Pareja sin hijos que convivan en el hogar;Total;2014;51,5
Badajoz;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2019;..
Badajoz;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2018;0,3
Badajoz;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2017;0,4
Badajoz;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2016;0,1
Badajoz;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2015;..
Badajoz;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2014;0,3
Badajoz;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2019;38,8
Badajoz;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2018;37,3
Badajoz;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2017;35,7
Badajoz;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2016;39,5
Badajoz;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2015;38,3
Badajoz;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2014;33,3
Badajoz;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2019;14,2
Badajoz;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2018;16,3
Badajoz;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2017;15,8
Badajoz;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2016;14,3
Badajoz;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2015;16,4
Badajoz;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2014;17,9
Badajoz;Pareja con hijos que convivan en el hogar: Total;Total;2019;103,2
Badajoz;Pareja con hijos que convivan en el hogar: Total;Total;2018;101,7
Badajoz;Pareja con hijos que convivan en el hogar: Total;Total;2017;103,3
Badajoz;Pareja con hijos que convivan en el hogar: Total;Total;2016;102,2
Badajoz;Pareja con hijos que convivan en el hogar: Total;Total;2015;102,2
Badajoz;Pareja con hijos que convivan en el hogar: Total;Total;2014;102,4
Badajoz;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2019;..
Badajoz;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2018;..
Badajoz;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2017;..
Badajoz;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2016;..
Badajoz;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2015;..
Badajoz;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2014;..
Badajoz;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2019;73,9
Badajoz;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2018;72,0
Badajoz;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2017;76,5
Badajoz;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2016;74,7
Badajoz;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2015;68,4
Badajoz;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2014;67,9
Badajoz;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2019;29,4
Badajoz;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2018;29,6
Badajoz;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2017;26,8
Badajoz;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2016;27,4
Badajoz;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2015;33,7
Badajoz;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2014;34,5
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2019;44,6
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2018;44,4
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2017;44,4
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2016;43,1
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2015;42,4
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2014;43,8
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2019;..
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2018;..
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2017;..
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2016;..
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2015;..
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2014;..
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2019;33,3
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2018;32,0
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2017;33,1
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2016;32,5
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2015;28,6
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2014;29,1
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2019;11,3
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2018;12,5
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2017;11,3
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2016;10,7
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2015;13,8
Badajoz;Pareja con hijos que convivan en el hogar: 1 hijo;7 o más habitaciones;2014;14,7
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2019;49,0
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2018;49,3
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2017;49,8
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2016;49,8
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2015;50,1
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Total;2014;50,0
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2019;..
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2018;..
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2017;..
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2016;..
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2015;..
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Menos de 3 habitaciones;2014;..
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2019;34,1
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2018;33,9
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2017;36,6
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2016;36,0
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2015;33,9
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;Entre 3 y 6 habitaciones;2014;33,3
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2019;14,9
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2018;15,4
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2017;13,2
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2016;13,8
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2015;16,2
Badajoz;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2014;16,7
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2019;9,6
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2018;8,0
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2017;9,1
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2016;9,2
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2015;9,6
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2014;8,6
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2019;..
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2018;..
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2017;..
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2016;..
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2015;..
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2014;..
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2019;6,4
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2018;6,2
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2017;6,8
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2016;6,2
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2015;5,9
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2014;5,4
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2019;3,2
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2018;1,8
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2017;2,3
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2016;3,0
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2015;3,7
Badajoz;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2014;3,2
Badajoz;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2019;6,9
Badajoz;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2018;8,4
Badajoz;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2017;7,8
Badajoz;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2016;8,5
